year,rank,artist,title,id
1999,41,Lauryn Hill,Doo Wop (That Thing),0uEp9E98JB5awlA084uaIg
1999,42,Lou Bega,Mambo No. 5 (A Little Bit Of...),6x4tKaOzfNJpEJHySoiJcs
1999,43,Tyrese,Sweet Lady,23gUeC37gWub6SLlyQVnnp
1999,44,Whitney Houston,It's Not Right But It's Okay,7861kBrZ5aw7o4NfggcyYW
1999,45,'N Sync,(God Must Have Spent) A Little More Time On You,72otaqywVqwyXaCjk75JKm
1999,46,Shawn Mullins,Lullaby,5sMUwUR3JI2woCOrNbizUt
1999,47,112 feat. Lil' Zane,Anywhere,11yElk0ioML7KbGQy5ld4H
1999,48,K-Ci and JoJo,Tell Me It's Real,3IDzttBFq4fOccjQbhkQWF
1999,49,Matchbox 20,Back 2 Good,26dQB53oQqqlOREGAsI0lY
1999,50,Blaque,808,1Pqv7l6vxjBxd5fx4bWchC
1999,51,Tal Bachman,She's So High,7mnGQesk1TzQLzQ9bYWZPR
1999,52,Ricky Martin,She's All I Ever Had,4Bza6algEDbY8yrm8qMeg7
1999,53,Will Smith,Miami,5n276uEKrEFohrt42pP8Tf
1999,54,Jewel,Hands,557idQwt2bQnRz9CI0zguR
1999,55,JT Money feat. Sole,Who Dat,2rbb3lOMI71NIMbJCS1wQQ
1999,56,Tim McGraw,Please Remember Me,4C5pVpypNmXpSN42rIqmpK
1999,57,Shania Twain,From This Moment On,0vswnzoKvhNkT1ehc0Tt19
1999,58,Faith Evans,Love Like This,634IHqDXbMOVs1KoO3zzZG
1999,59,Jesse Powell,You,2dRwUKEb0BKdEbUiL9dzTX
1999,60,Total feat. Missy Elliott,Trippin',5QfobfsCZuyPnCzXHKGs9r
1999,61,Silk,If You (Lovin' Me),2Dhvr9FffaScu2bGJBM4O1
1999,62,Lauryn Hill,Ex-Factor,2VjXGuPVVxyhMgER3Uz2Fe
1999,63,Jordan Knight,Give It To You,6xNnPtnmqpktZLFkgT21u7
1999,64,Goo Goo Dolls,Black Balloon,5zmaypMaWb21FUGBxbw8hT
1999,65,Eric Benet feat. Tamia,Spend My Life With You,58s4iqgXFzXhBndBkg2AaD
1999,66,Dru Hill,These Are The Times,0OMmiWMwsCNtpQ5aP6fdp9
1999,67,Mark Chesnutt,I Don't Want To Miss A Thing,3YY9aXDTiYbAYpnDHoUSwf
1999,68,98 Degrees,I Do (Cherish You),5FypLOLmX3qpjiZq8eUTTV
1999,69,98 Degrees,Because Of You,5UL9UEYLhqnAZF2xOv2oeP
1999,70,Sarah McLachlan,I Will Remember You (Live),0xzDbdFFnPz9CiQ0YZMq4K
1999,71,Chante Moore,Chante's Got A Man,0TFAS00vf83RogUWOJ8jAC
1999,72,Case,Happily Ever After,1BgeKUQXsXbX2SNzYyRa2V
1999,73,Whitney Houston,My Love Is Your Love,0JN7vUgUolHGHFrOR8xk7S
1999,74,Faith Evans feat. Puff Daddy,All Night Long,0Rv1ICkeAao0Yx85xpJ29k
1999,75,Juvenile feat. Mannie Fresh and Lil' Wayne,Back That Thang Up,2wT9EZNcSYoon4aBiIVPOY
1999,76,Brandy,Almost Doesn't Count,4bj60E0yOBDFvpR9jq7RPw
1999,77,Shania Twain,Man! I Feel Like A Woman!,0IF0vGwaJQ8ZCh0QxhW6OV
1999,78,Len,Steal My Sunshine,4agp6oHofabdUedr0B1krj
1999,79,Marc Anthony,I Need To Know,7ffwRz8lZyDOE4Vj58Lo72
1999,80,Ginuwine,So Anxious,2zbjlcLi1VQWqDNYdhyx1l
1999,81,Case and Joe,Faded Pictures,5UZDh0iz12IiJ8LPClqweA
1999,82,Brian McKnight,Back At One,6mwA6YiKDjAUG8kWvRRUPh
1999,83,R. Kelly,When A Woman's Fed Up,015A6ZcNAWSSuwY7iDcD1b
1999,84,Kenny Chesney,How Forever Feels,2HmMklpgK8vGCpJmPpz1yG
1999,85,Lonestar,Amazed,6iNcyWk5iUEY7P9zeTc5hm
1999,86,Britney Spears,Sometimes,02hospB1AIJQmyDFfd3IQP
1999,87,Mo Thugs Family feat. Bone Thugs-N-Harmony,Ghetto Cowboy,6xihjuCX132pyKm5dNFe3T
1999,88,Fastball,Out Of My Head,5tOjRq5shlEdm15nmJBq7Z
1999,89,Jay-Z,Hard Knock Life (Ghetto Anthem),5IVCuswUfdYjl2eQ2FHqUd
1999,90,Naughty By Nature feat. Zhane,Jamboree,3MPKTMJIxlORqcxw542HHK
1999,91,BLACKstreet and Mya feat. Mase and Blinky Blink,Take Me There,7GOgwmq3hevpPXhLU1Y6Bp
1999,92,Joey McIntyre,Stay The Same,0P5rgEbdd5mk1afZcfLhwe
1999,93,Jo Dee Messina,Lesson In Leavin',2g0BAZVaLlK8GeTVzF6hQ6
1999,94,Goo Goo Dolls,Iris,6vrUTGn5p8IrfTZ0J6sIVM
1999,95,Puff Daddy feat. R. Kelly,Satisfy You,00FROhC5g4iJdax5US8jRr
1999,96,Citizen King,Better Days (And The Bottom Drops Out),460Wn6Dq2uMviG5nPXtPnb
1999,97,'N Sync and Gloria Estefan,Music Of My Heart,0M3ZIWNcizkhYFvn6RuCEz
1999,98,George Strait,Write This Down,1TanmIWbaUj5NVwJ3k4XPd
1999,99,Whitney Houston and Mariah Carey,When You Believe,0JN7vUgUolHGHFrOR8xk7S
1999,100,Alabama feat. 'N Sync,God Must Have Spent A Little More Time On You,59UzZmpX2o65yHZHZmadh1
1998,1,Next,Too Close,5IFCyWplye09HytIP80RCF
1998,2,Brandy and Monica,The Boy Is Mine,11dZMjEuh0wev2ye8RgzU5
1998,3,Shania Twain,You're Still The One,7wCH9DbgRs7ujHeqNy6oAS
1998,4,Savage Garden,Truly Madly Deeply,013AWvizllIUEC2FOBzOnh
1998,5,LeAnn Rimes,How Do I Live,7BD50ATrF3Vab5FQy7vtK8
1998,6,Janet,Together Again,1GrikfH0jDejDvrxo84n4P
1998,7,K-Ci and JoJo,All My Life,5GorFaKkP2mLREQvhSblIg
1998,8,Elton John,Candle In The Wind 1997 / Something About The Way You Look Tonight,1DHec5LBzLgM4J06z3aDFB
1998,9,Usher,Nice and Slow,5L0KDoZklMgs9GPoonneEl
1998,10,Paula Cole,I Don't Want To Wait,5MDQNJ7SZTytJwCbWKqJDL
1998,11,Third Eye Blind,How's It Going To Be,3Uvx1TO0Kg5HgGPk58lHXv
1998,12,Destiny's Child,"No, No, No",5kHgrRO3hMDPehtH9VhYQc
1998,13,Celine Dion,My Heart Will Go On,3oEHQmhvFLiE7ZYES0ulzv
1998,14,Will Smith,Gettin' Jiggy Wit It,0weAUscowxeqDtpCgtbpgp
1998,15,Usher,You Make Me Wanna...,47TqCCnEliDp8NRDyIQoQq
1998,16,Usher,My Way,47TqCCnEliDp8NRDyIQoQq
1998,17,Mariah Carey,My All,3RSpK5Y0y5tl25qvssrwJ6
1998,18,Monica,The First Night,5rWzxloNXvbRPhlC1O2b6T
1998,19,Puff Daddy and The Family,Been Around The World,1siDRjAa8MdxNoCHTiiQ7B
1998,20,Sarah McLachlan,Adia,0rl84FuazRHYmK72krdmA1
1998,21,Jennifer Paige,Crush,6wAV49hRfOiCTHztORMy8Y
1998,22,Backstreet Boys,Everybody (Backstreet's Back),1di1BEgJYzPvXUuinsYJGP
1998,23,Aerosmith,I Don't Want To Miss A Thing,225xvV8r1yKMHErSWivnow
1998,24,Public Announcement,Body Bumpin (Yippie-Yi-Yo),0ozhGr6ADRyR9EnhG0v9yr
1998,25,Faith Hill,This Kiss,0TxXEbxn52XsuAhxb6VFZw
1998,26,Uncle Sam,I Don't Ever Want To See You Again,4oJEy4qDPwDk5ac26yEMeL
1998,27,Montell Jordan,Let's Ride,3wQUwUopne0hVBDXa44Bki
1998,28,Marcy Playground,Sex And Candy,5mkGfmJGFZpwK9nA5amOhv
1998,29,Robyn,Show Me Love,6SluaPiV04KOaRTOIScoff
1998,30,Boyz II Men,A Song For Mama,32CQWBswlvCIDt7pKRjyRj
1998,31,Mase,What You Want,6z2jJwWkRfeswcPxqEfURF
1998,32,Madonna,Frozen,2II03llydk4YnkBBvoYB3B
1998,33,Wyclef Jean,Gone Till November,6Gd123r71KDdpH8JRdYvrh
1998,34,Lsg,My Body,6PyLw3l6ndolBrTPQp3Ibm
1998,35,Chumbawamba,Tubthumping,22HYEJveCvykVDHDiEEmjZ
1998,36,Lord Tariq and Peter Gunz,Deja Vu (Uptown Baby),0MFMIewN7O6wo1YTvmq50W
1998,37,'N Sync,I Want You Back,5AmRtvaQgLmZ7CxOxABq4Y
1998,38,Five,When The Lights Go Out,37giHQffMdB94OqVy4ZBd8
1998,39,Jon B.,They Don't Know,6YdEfXtj0YI5IbiJqVyT1c
1998,40,Master P,Make Em' Say Uhh!,763WeMKVf4NJkSuqNXATjl
1998,41,"Nicole feat. Missy ""Misdemeanor"" Elliott and Mocha",Make It Hot,74nsOZqzZzyvFVvBy12I7Y
1998,42,All Saints,Never Ever,7ziHnshbknkpFLDW5yGBjO
1998,43,Janet,I Get Lonely,5xLDmkobOw674TLTBBmnuN
1998,44,Mase,Feel So Good,1Bp91Wf40OlqLv6cPdQ3gn
1998,45,Voices Of Theory,Say It,5919i3Sp9U2IE5m7hhlgSw
1998,46,Billie Myers,Kiss The Rain,29672IJfgygIGM2PfgACOz
1998,47,Puff Daddy,Come With Me,4SCnjFSNQ56BmeamHqcOMA
1998,48,Sylk-E Fyne,Romeo And Juliet,4npZqHx2IufY0uWj8bWi6i
1998,49,Mya and Sisqo,It's All About Me,4Wtk0YYWUcx1JYicaq5Jd0
1998,50,Hanson,I Will Come To You,6ZIuoDs3i1KjKurJf9miSs
1998,51,Barenaked Ladies,One Week,541KI84fHkvDOvJJB8OTgf
1998,52,K.P. and Envyi,Swing My Way,35KcXRWo7BTYdJiyMOy2Zu
1998,53,Xscape,The Arms Of The One Who Loves You,3ry3inPnEynB5sfaN9EHBG
1998,54,Somethin' For The People,My Love Is The Shhh!,3TS25nchaYIPb2Y2fw6cbb
1998,55,Tatyana Ali,Daydreamin',0ALJZXgutuN6F680E8lQPs
1998,56,Dru Hill,We're Not Making Love No More,0LJaKbnzdXJ9jYGSt1taG5
1998,57,Third Eye Blind,Semi-Charmed Life,42et6fnHCw1HIPSrdPprMl
1998,58,Lisa Loeb,I Do,1UFkvbNxMLcsTMoKzb0BWM
1998,59,Mase,Lookin' At Me,2dieHErJLwG7fOzD8WAtFO
1998,60,LeAnn Rimes,Looking Through Your Eyes,5es9FeUsKa8P8bB5iuN2co
1998,61,Divine,Lately,5pgkdQi8HMQHYrJCB4GLsA
1998,62,Backstreet Boys,Quit Playing Games (With My Heart),0Uqs7ilt5kGX9NzFDWTBrP
1998,63,Next,I Still Love You,6zZJkvtu3N9GhbSQdVzsKT
1998,64,Inoj,Time After Time,7wdFJbQooaXWEdjD9dSiBH
1998,65,Jimmy Ray,Are You Jimmy Ray?,6VWFrHAnLDyNUEJbJvpkZA
1998,66,Ace Of Base,Cruel Summer,4AxVXHgv0clBuS4dl4S7Gw
1998,67,Master P,I Got The Hook Up!,3hdoCdBW4gtUslX79k7ccH
1998,68,Puff Daddy and The Family,Victory,0pBcI8Gf1Oe3ziIbE9tBsX
1998,69,Spice Girls,Too Much,1RQnYh2xw2BPpnzQFbO5r5
1998,70,Pras Feat. Ol' Dirty Bastard and Mya,Ghetto Supastar (That Is What You Are),31bf9SEOppLU6lQ85d8om6
1998,71,Dru Hill feat. Redman,How Deep Is Your Love,60NvAO9lx0KmBNAVHIlWN6
1998,72,Kelly Price,Friend Of Mine,35irxCsC8QXJ1IN0eioD3H
1998,73,Busta Rhymes,Turn It Up [Remix] / Fire It Up,44EooFrtYdZ4B3NwN1mUhm
1998,74,Edwin McCain,I'll Be,5K7AMlpc4796JRWXb26nCV
1998,75,Madonna,Ray Of Light,3V6d1urAO7996hnZsdRTkN
1998,76,Sister Hazel,All For You,4oH5EzxHxhte4YceEkNPNo
1998,77,Monifah,Touch It,359mcwgSBkbB6FSWnl6c4F
1998,78,Lox,"Money, Power and Respect",6vHaUyiBpEqCJW5XJmoPN6
1998,79,Verve,Bitter Sweet Symphony,57iDDD9N9tTWe75x6qhStw
1998,80,Busta Rhymes,Dangerous,6dHQvbh9YxMzrcBIYd91WT
1998,81,Spice Girls,Spice Up Your Life,5qGwqO0lkbBXw4xNfzT7SF
1998,82,98 Degrees,Because Of You,5UL9UEYLhqnAZF2xOv2oeP
1998,83,Loreena McKennitt,The Mummers' Dance,3D9u1UpCD8FU7LZFsMvVZQ
1998,84,Allure feat. 112,All Cried Out,2NCKTTzkAhPLrnu8lOOiTO
1998,85,Big Punisher feat. Joe,Still Not A Player,3GKL13lkM5nRc4zC1lIOrR
1998,86,Aaliyah,The One I Gave My Heart To,5Hr3o3xLPcMfruYm8Fd5EN
1998,87,Jewel,Foolish Games / You Were Meant For Me,14sVnTYvfzo9sQM4RkQTaq
1998,88,Inoj,Love You Down,7tjbm60E0t7SerbiG61cce
1998,89,2Pac,Do For Love,4AE7Lj39VnSZNOmGH2iZaq
1998,90,Luke,Raise The Roof,0tVDfAiHDgvRyXuVike1Ju
1998,91,Nu Flavor,Heaven,0zLMsK6UeAP4KrbekFbHvC
1998,92,Jd,The Party Continues,7cKoD1DLMwCick56Dl7pV1
1998,93,"Missy ""Misdemeanor"" Elliott feat. Da Brat",Sock It 2 Me,08bn759cPYICtUPoYx29P0
1998,94,Next,Butta Love,6fRLVZ4jKzuqyDPlIdbq9q
1998,95,Aretha Franklin,A Rose Is Still A Rose,3pi27Gt4NetgWmEMFOCjBQ
1998,96,Boyz II Men,4 Seasons Of Loneliness,1TyNecZDYU3BP3EitfpgnT
1998,97,LL Cool J,Father,7JXFCtDRnftvbZjukyIRRB
1998,98,Gerald Levert,Thinkin' Bout It,4DDhR1Zd6WYbNiCd13Uu4i
1998,99,Deborah Cox,Nobody's Supposed To Be Here,51QxenFmXlJXUN9mpvxlaL
1998,100,TQ,Westside,6I3LsZncKrJG9mwv12FCEg
1997,1,Elton John,Candle In The Wind 1997 / Something About The Way You Look Tonight,0a3DPN2G3C5IH25EzDrXp8
1997,2,Jewel,Foolish Games / You Were Meant For Me,14sVnTYvfzo9sQM4RkQTaq
1997,3,Puff Daddy and Faith Evans,I'll Be Missing You,3QHONiXGMGU3z68mQInncF
1997,4,Toni Braxton,Un-Break My Heart,5Ihd9HrPvOADyVoonH9ZjB
1997,5,Puff Daddy,Can't Nobody Hold Me Down,1EM23A621Z0QyTlWKu7T1l
1997,6,R. Kelly,I Believe I Can Fly,2RzJwBCXsS1VnjDm2jKKAa
1997,7,En Vogue,Don't Let Go (Love),2EZcFkfpCBxZumSWVTGMCW
1997,8,Mark Morrison,Return Of The Mack,6GB7E46M8P3Sv1AqNs0Qls
1997,9,LeAnn Rimes,How Do I Live,7BD50ATrF3Vab5FQy7vtK8
1997,10,Spice Girls,Wannabe,1Je1IMUlBXcx1Fz0WE7oPT
1997,11,Backstreet Boys,Quit Playing Games (With My Heart),0Uqs7ilt5kGX9NzFDWTBrP
1997,12,Hanson,MMMBop,0lnxrQAd9ZxbhBBe7d8FO8
1997,13,Monica,For You I Will,3BPtnSoJ4OnTho8CrJecC7
1997,14,Usher,You Make Me Wanna...,47TqCCnEliDp8NRDyIQoQq
1997,15,Meredith Brooks,Bitch,3i6qNxyVgIdUZTTi5m25EM
1997,16,Keith Sweat,Nobody,4SF1747p541umnykBp352Q
1997,17,Third Eye Blind,Semi-Charmed Life,42et6fnHCw1HIPSrdPprMl
1997,18,Duncan Sheik,Barely Breathing,75HZ6Wxnw8xbgz6HU9kKCS
1997,19,Az Yet feat. Peter Cetera,Hard To Say I'm Sorry,2OWzR8QoH7KaLtiN65v32x
1997,20,Notorious B.I.G.,Mo Money Mo Problems,7EcEAC94PduZnevhoa48hC
1997,21,Verve Pipe,The Freshmen,21jEuMn2lf37715rwjow2M
1997,22,Savage Garden,I Want You,3XorCFmcupSm5QS6hA9g4N
1997,23,BLACKstreet feat. Dr. Dre,No Diggity,6MdqqkQ8sSC0WB4i8PyRuQ
1997,24,Rome,I Belong To You (Every Time I See Your Face),3LZCJX3sgwcd53kJZDjZUk
1997,25,Notorious B.I.G.,Hypnotize,2dQoGBXV36lvmCxr4owmc6
1997,26,Babyface,Every Time I Close My Eyes,2ezqQeBiC72gwMJoO4w1hA
1997,27,Dru Hill,In My Bed,0IBgCsG8dRnUtveiIaoFHF
1997,28,Spice Girls,Say You'll Be There,1yTQ39my3MoNROlFw3RDNy
1997,29,Robyn,Do You Know (What It Takes),0idCpkJ2pspfAILbanmERu
1997,30,Boyz II Men,4 Seasons Of Loneliness,1TyNecZDYU3BP3EitfpgnT
1997,31,Changing Faces,G.H.E.T.T.O.U.T.,13XNjh0UY5LBsICcoHUdxl
1997,32,Mariah Carey,Honey,5NaOWLOmVjcA3M5spRATN9
1997,33,Whitney Houston,I Believe In You And Me,1kwNHkKXJ4c4MchgATAOBJ
1997,34,Freaknasty,Da' Dip,6Pa487CJEkCIuKi4o6hT4H
1997,35,Spice Girls,2 Become 1,36AWdhZIGLUTkWpJDhe7va
1997,36,Sister Hazel,All For You,4oH5EzxHxhte4YceEkNPNo
1997,37,112,Cupid,02ljieuFKcCxzfYCip2IBA
1997,38,Paula Cole,Where Have All The Cowboys Gone?,4EiZBnBOWr1RVsDew9zYOX
1997,39,Shawn Colvin,Sunny Came Home,4mOxpj82q6n3EO7HBZCelX
1997,40,Tim McGraw and Faith Hill,It's Your Love,503sFkc8Y2eyGnM6cu8kHm
1997,41,Gina G,Ooh Aah... Just A Little Bit,7kyMLaXepcGHIrsLqoiTB8
1997,42,Merril Bainbridge,Mouth,11Ki2bHWXTEug0DAfKcDDD
1997,43,Allure feat. 112,All Cried Out,2NCKTTzkAhPLrnu8lOOiTO
1997,44,New Edition,I'm Still In Love With You,6H96ERGUIUkwlL9ZAvEBok
1997,45,98 Degrees,Invisible Man,4VqxcGdtGjb2saEi1LNHUj
1997,46,Lil' Kim,Not Tonight,7gswMykc5MBS1kMtSRZg0H
1997,47,Bone Thugs-N-Harmony,Look Into My Eyes,4jbq8lDmPRPQppUXjblWGS
1997,48,702,Get It Together,6ZqBoF3NsSTdiqsbmfFWak
1997,49,Celine Dion,All By Myself,20EpQjfV7B4ZQJkIdHO1Tw
1997,50,Celine Dion,It's All Coming Back To Me Now,0q9mq2TknlmqiX6x6IxmMS
1997,51,Somethin' For The People,My Love Is The Shhh!,3TS25nchaYIPb2Y2fw6cbb
1997,52,No Mercy,Where Do You Go,1lkfcyCLP0KPykSLIgh1VT
1997,53,Barbra Streisand and Bryan Adams,I Finally Found Someone,2ywZwufMec6FsPIQkhnKSq
1997,54,Foxy Brown feat. Jay-Z,I'll Be,6Ag4SYLUGFdnJrCwUIb4mT
1997,55,Sheryl Crow,If It Makes You Happy,0lfPPoWG4b3OmhieJ2YDF0
1997,56,Dru Hill,Never Make A Promise,2Zbbv2gc1a6BQ0ewQa6iYL
1997,57,Journey,When You Love A Woman,6OcupDJfgXbC0JR8iIbBrP
1997,58,Magoo And Timbaland,Up Jumps Da Boogie,4alvYFhkuuNtkue1sbHnBk
1997,59,Toni Braxton,I Don't Want To / I Love Me Some Him,6Ubm7YSji08mv1gmRE1Ciy
1997,60,Sheryl Crow,Everyday Is A Winding Road,7MV8ylzs47bcxolR4xLaD2
1997,61,Mc Lyte,Cold Rock A Party,21mzzcPQDyMbEzrL6ysCz9
1997,62,Ginuwine,Pony,6mz1fBdKATx6qP4oP1I65G
1997,63,Sarah McLachlan,Building A Mystery,3ozomn4PrGEKEuusxX2HpC
1997,64,Donna Lewis,I Love You Always Forever,1PEqh7awkpuepLBSq8ZwqD
1997,65,White Town,Your Woman,4ACxa9buEUnOdYEoPcnMpi
1997,66,Coolio,C U When U Get There,4gf05qWuOT4JmtVGBlIXRO
1997,67,Eric Clapton,Change The World,6BQNJ0JFKh8sWjQLI6Zudi
1997,68,B-Rock and The Bizz,My Baby Daddy,1vAOoFd3AMiLoVxzgfiTiS
1997,69,Chumbawamba,Tubthumping,22HYEJveCvykVDHDiEEmjZ
1997,70,R. Kelly,Gotham City,3HFWYNE9ln7SJxRwdfnTkS
1997,71,Az Yet,Last Night,2mj1Z5bqu0UfW4o4a7UxpW
1997,72,Various Artists,ESPN Presents The Jock Jam,Not in spotify
1997,73,Heavy D,Big Daddy,2BdjYM0e7HaNeBtF98sXFw
1997,74,Total,What About Us,6Ph7bndA7A5ExoHIZPX4TJ
1997,75,Scarface,Smile,2wxO3ZydJTZRi4Bbc02q7i
1997,76,Montell Jordan,What's On Tonight,0rTRTk5Qjcb6U6bWCw9FwB
1997,77,Bruce Springsteen,Secret Garden,68uuz61IqrSJjO6ffO3yHc
1997,78,Aaliyah,The One I Gave My Heart To,5Hr3o3xLPcMfruYm8Fd5EN
1997,79,Seal,Fly Like An Eagle,3to76mLFaUghoxCMxACJGo
1997,80,Lil' Kim,No Time,5Pe9H08rkbraYpP3dllcfe
1997,81,Luscious Jackson,Naked Eye,6YtkOhiHmf46w1noltVnF2
1997,82,Los Del Rio,Macarena (Bayside Boys Mix),2GhA8OAODRkEMUq8RYgCeF
1997,83,Erykah Badu,On and On,0tNuJpBgtE65diL6Q8Q7fI
1997,84,Joe,Don't Wanna Be A Player,4JyMoznkRseonxgmyrbkuN
1997,85,Warren G,I Shot The Sheriff,2w6USuRfwYogJcDU1BQfbV
1997,86,Brian McKnight feat. Mase,You Should Be Mine (Don't Waste Your Time),0ERh5YRgDVCp8iRaXRqEhG
1997,87,Madonna,Don't Cry For Me Argentina,0bLRXQaWzmSXRXPmP6JnEF
1997,88,SWV,Someone,68scrpEYQeO5B0OqAr2w9h
1997,89,Michael Bolton,Go The Distance,3hS5RCp5EE1wUiiE7f8dM1
1997,90,Real McCoy,One More Time,1cBM2ijYN39oCNU3gliLxJ
1997,91,Next,Butta Love,6fRLVZ4jKzuqyDPlIdbq9q
1997,92,Mr. President,Coco Jamboo,5fRvePkRGdpn2nKacG7I6d
1997,93,Keith Sweat,Twisted,2ceA32HOzolzRD8SlI5XVH
1997,94,Aqua,Barbie Girl,5ZrDlcxIDZyjOzHdYW1ydr
1997,95,Cranberries,When You're Gone / Free To Decide,3EXrtClWmgsM7dw75Mw2M1
1997,96,DJ Kool,Let Me Clear My Throat,4Y312PyFlaUlszXpjvK8je
1997,97,Blackout Allstars,I Like It,79IA9aWuQgGW8wWJGYdKhv
1997,98,Toni Braxton,You're Makin' Me High / Let It Flow,5bJ796cOnGBzSN5bm4mwMj
1997,99,Madonna,You Must Love Me,78JPL7uIfs6Imm57r1QETk
1997,100,Ray J,Let It Go,5OY9KxFDgO0hWLMKiVp1NU
1996,1,Los Del Rio,Macarena (Bayside Boys Mix),2GhA8OAODRkEMUq8RYgCeF
1996,2,Mariah Carey and Boyz II Men,One Sweet Day,7ySbfLwdCwl1EM0zNCJZ38
1996,3,Celine Dion,Because You Loved Me,1NOeZ7ZIVKMebuza26rofd
1996,4,Tony Rich Project,Nobody Knows,2PsHIonOTmX6bSrzIJSjyS
1996,5,Mariah Carey,Always Be My Baby,2aBxt229cbLDOvtL7Xbb9x
1996,6,Tracy Chapman,Give Me One Reason,4vDBJeeQCbhP9FaPPMsYkY
1996,7,Bone Thugs-N-Harmony,Tha Crossroads,5KSJ9k1FYjFLnIRlJT2wF8
1996,8,Donna Lewis,I Love You Always Forever,1PEqh7awkpuepLBSq8ZwqD
1996,9,Toni Braxton,You're Makin' Me High / Let It Flow,2HCnOSo5WFKJXdvU8IDNZe
1996,10,Keith Sweat,Twisted,2ceA32HOzolzRD8SlI5XVH
1996,11,Quad City DJ's,C'mon N' Ride It (The Train),2QLEN3RVunMas7j0PHjeAT
1996,12,Everything But The Girl,Missing,79WrmdVsLbwRTUCiH7cPsa
1996,13,Alanis Morissette,Ironic,1d6KS9GH06JAd19uiBy9IE
1996,14,Whitney Houston,Exhale (Shoop Shoop),40Jt7Gswodpx1WNddCpBDQ
1996,15,Gin Blossoms,Follow You Down / Til I Hear It From You,0alkqsGIIxx3OT9aLMN1IK
1996,16,Brandy,Sittin' Up In My Room,4330XmgVWlx98Y3Naswycg
1996,17,2Pac,How Do U Want It / California Love,0DfqzZnW2KhiyXjVQiFioT
1996,18,Celine Dion,It's All Coming Back To Me Now,0q9mq2TknlmqiX6x6IxmMS
1996,19,Eric Clapton,Change The World,6BQNJ0JFKh8sWjQLI6Zudi
1996,20,LL Cool J,Hey Lover,5wG7d4cNogw0ETKaICPEYA
1996,21,LL Cool J,Loungin,0UN5OvKlbg06LnZyVk48ll
1996,22,Jann Arden,Insensitive,4kXuuVRWuDuL6PuynSMqOR
1996,23,La Bouche,Be My Lover,3vSn1frPgFcRXrjWOfhMLl
1996,24,Goo Goo Dolls,Name,1G8jae4jD8mwkXdodqHsBM
1996,25,Jewel,Who Will Save Your Soul,5e7c1mgVArMyB4xt5bjTai
1996,26,No Mercy,Where Do You Go,1lkfcyCLP0KPykSLIgh1VT
1996,27,R. Kelly,I Can't Sleep Baby (If I),6JR2utS6oY0U6OVDmIHiqV
1996,28,Dishwalla,Counting Blue Cars,7HMnbNTvGm935p2pp4Cn4D
1996,29,Alanis Morissette,You Learn / You Oughta Know,2yx1kAK1Fe2zTOsaDKSNBk
1996,30,Joan Osborne,One Of Us,1xNmF1Uep5OGutizZSbKvd
1996,31,Natalie Merchant,Wonder,5Hz6aGrZZizNBoJ6kE6Rqi
1996,32,Mary J. Blige,Not Gon' Cry,78wi1g772j8eJPEnD8rr9z
1996,33,Coolio,Gangsta's Paradise,7lQWRAjyhTpCWFC0jmclT4
1996,34,112 feat. The Notorious B.I.G.,Only You,3w9ystv7VXGJBmbn5atgPW
1996,35,R. Kelly,Down Low (Nobody Has To Know),6zA2SEJJoiNByVMlQ4vgtH
1996,36,SWV,You're The One,67ZorjDM25q7bETfLbHdfS
1996,37,La Bouche,Sweet Dreams,2wz5weI4PREzpexKfrKgwv
1996,38,Monica,Before You Walk Out Of My Life / Like This And Like That,6xrvubhznLOcEO3AM6XBN2
1996,39,Deep Blue Something,Breakfast At Tiffany's,1uzWOoJdADfstQuFtQFTUn
1996,40,Coolio,"1, 2, 3, 4 (Sumpin' New)",3aln8WgAUps6efYtdEYxP3
1996,41,Collective Soul,The World I Know,4beuBXU4k3YWwVKm0PpWhv
1996,42,BLACKstreet (feat. Dr. Dre),No Diggity,6rZonjotxyYIZFPRzREav8
1996,43,3t,Anything,2AtBXRPCZhtIqSGF5ap33B
1996,44,Smashing Pumpkins,1979,5QLHGv0DfpeXLNFo7SFEy1
1996,45,TLC,Diggin' On You,2W2vmNmTLERMWT9XBxm35E
1996,46,Monica,Why I Love You So Much / Ain't Nobody,3WTMk7s9KGuDV4i3Gwv1qi
1996,47,Total,Kissin' You,1e5DTpM1WeggytDXbphivX
1996,48,Whitney Houston and Cece Winans,Count On Me,7mVV7fepIMUAE4FDyihupV
1996,49,Mariah Carey,Fantasy,6xkryXuiZU360Lngd4sx13
1996,50,Hootie and The Blowfish,Time,1N0UflnZhn7xOkrN2l8zxx
1996,51,Madonna,You'll See,0Fb8sdyNluLawg08N1zs48
1996,52,Az Yet,Last Night,2mj1Z5bqu0UfW4o4a7UxpW
1996,53,Merril Bainbridge,Mouth,11Ki2bHWXTEug0DAfKcDDD
1996,54,Color Me Badd,"The Earth, The Sun, The Rain",20lzW8sXHa20GVDyIwJihy
1996,55,Joe,All The Things (Your Man Won't Do),3UGNdLrhhsK0SY9gNqe8TT
1996,56,Oasis,Wonderwall,5qqabIl2vWzo9ApSC317sa
1996,57,Busta Rhymes,Woo-hah!! Got You All In Check / Everything Remains Raw,4M8SdMmrvx001Au6aZFchJ
1996,58,Groove Theory,Tell Me,2lp8xjq0WTm3HZKHuDEweg
